"","vegdv","treatments"
"X1_2_1_2_EP",2.15717011197574,"1_2_1EP_141"
"X1_2_1_3_EP",5.87368156920726,"1_2_1EP_141"
"X1_2_1_4_EP",6.05884652316077,"1_2_1EP_141"
"X1_2_1_5_EP",2.27831082919784,"1_2_1EP_141"
"X1_2_1_6_EP",7.95107506188509,"1_2_1EP_141"
"X1_2_1_7_EP",6.44396744247526,"1_2_1EP_141"
"X1_2_1_8_EP",3.48632741217589,"1_2_1EP_141"
"X1_2_1_9_EP",6.04361240551355,"1_2_1EP_141"
"X1_2_2_1_EP",3.8814005925677,"1_2_2EP_142"
"X1_2_2_10_EP",6.98558754369499,"1_2_2EP_142"
"X1_2_2_2_EP",2.91286264818982,"1_2_2EP_142"
"X1_2_2_3_EP",7.79585451967034,"1_2_2EP_142"
"X1_2_2_4_EP",3.62716210222906,"1_2_2EP_142"
"X1_2_2_5_EP",3.80800524695708,"1_2_2EP_142"
"X1_2_2_7_EP",5.54926995138688,"1_2_2EP_142"
"X1_2_2_8_EP",6.95595931901944,"1_2_2EP_142"
"X1_2_2_9_EP",1.40714669607983,"1_2_2EP_142"
"X1_2_3_1_EP",1.68897096926496,"1_2_3EP_143"
"X1_2_3_10_EP",1.35293445586578,"1_2_3EP_143"
"X1_2_3_2_EP",5.93989440302197,"1_2_3EP_143"
"X1_2_3_3_EP",4.68290020099914,"1_2_3EP_143"
"X1_2_3_4_EP",3.54131818670996,"1_2_3EP_143"
"X1_2_3_5_EP",0.822763835639649,"1_2_3EP_143"
"X1_2_3_6_EP",5.80239399233692,"1_2_3EP_143"
"X1_2_3_7_EP",7.82321450004507,"1_2_3EP_143"
"X1_2_3_8_EP",5.39209022122434,"1_2_3EP_143"
"X1_2_3_9_EP",7.61014517420611,"1_2_3EP_143"
"X1_2_4_1_EP",6.13310528301968,"1_2_4EP_144"
"X1_2_4_10_EP",3.77568488065952,"1_2_4EP_144"
"X1_2_4_2_EP",1.37346357207999,"1_2_4EP_144"
"X1_2_4_3_EP",5.17009376158836,"1_2_4EP_144"
"X1_2_4_4_EP",8.33230104141551,"1_2_4EP_144"
"X1_2_4_5_EP",6.40164741802427,"1_2_4EP_144"
"X1_2_4_6_EP",3.40592053140625,"1_2_4EP_144"
"X1_2_4_7_EP",4.88444752007585,"1_2_4EP_144"
"X1_2_4_8_EP",5.71889028784425,"1_2_4EP_144"
"X1_2_4_9_EP",3.47750371149419,"1_2_4EP_144"
"X1_2_5_1_EP",3.48154520089423,"1_2_5EP_145"
"X1_2_5_10_EP",7.03538352537287,"1_2_5EP_145"
"X1_2_5_2_EP",8.34168825782514,"1_2_5EP_145"
"X1_2_5_3_EP",8.35350534217175,"1_2_5EP_145"
"X1_2_5_4_EP",1.92653834189302,"1_2_5EP_145"
"X1_2_5_5_EP",6.11363966444405,"1_2_5EP_145"
"X1_2_5_6_EP",6.96640257166437,"1_2_5EP_145"
"X1_2_5_7_EP",4.00158361951716,"1_2_5EP_145"
"X1_2_5_8_EP",5.9597520736268,"1_2_5EP_145"
"X1_2_5_9_EP",3.88109733545616,"1_2_5EP_145"
"X1_2_6_10_EP",4.2685003046571,"1_2_6EP_146"
"X1_2_6_3_EP",7.63657544329888,"1_2_6EP_146"
"X1_2_6_4_EP",7.3796839231866,"1_2_6EP_146"
"X1_2_6_5_EP",1.57607884161585,"1_2_6EP_146"
"X1_2_6_6_EP",2.22680442263899,"1_2_6EP_146"
"X1_2_6_7_EP",6.56358453279604,"1_2_6EP_146"
"X1_2_6_8_EP",8.3459858545182,"1_2_6EP_146"
"X1_2_6_9_EP",0.813226590790248,"1_2_6EP_146"
"X1_2_7_1_EP",7.58714806856253,"1_2_7EP_147"
"X1_2_7_10_EP",7.34010189657292,"1_2_7EP_147"
"X1_2_7_2_EP",8.18740667709693,"1_2_7EP_147"
"X1_2_7_3_EP",8.32063912839168,"1_2_7EP_147"
"X1_2_7_4_EP",7.59101664467918,"1_2_7EP_147"
"X1_2_7_5_EP",7.85924595086608,"1_2_7EP_147"
"X1_2_7_7_EP",2.50898498722378,"1_2_7EP_147"
"X1_2_7_8_EP",3.83191482069019,"1_2_7EP_147"
"X1_2_7_9_EP",7.52524654316978,"1_2_7EP_147"
"X1_3_1_1_EP",3.10120628724778,"1_3_1EP_148"
"X1_3_1_10_EP",3.57239732832412,"1_3_1EP_148"
"X1_3_1_2_EP",6.99511895876222,"1_3_1EP_148"
"X1_3_1_3_EP",6.14318766383082,"1_3_1EP_148"
"X1_3_1_4_EP",6.84536911171881,"1_3_1EP_148"
"X1_3_1_5_EP",8.33656578381079,"1_3_1EP_148"
"X1_3_1_6_EP",3.80871734038195,"1_3_1EP_148"
"X1_3_1_7_EP",8.31765141453943,"1_3_1EP_148"
"X1_3_1_8_EP",7.71942669771395,"1_3_1EP_148"
"X1_3_1_9_EP",7.32589339515169,"1_3_1EP_148"
"X1_3_2_1_EP",8.34198161389113,"1_3_2EP_149"
"X1_3_2_10_EP",8.34897663179598,"1_3_2EP_149"
"X1_3_2_2_EP",8.34392742749712,"1_3_2EP_149"
"X1_3_2_3_EP",3.63204122207411,"1_3_2EP_149"
"X1_3_2_4_EP",5.69686868065614,"1_3_2EP_149"
"X1_3_2_5_EP",6.73633149696419,"1_3_2EP_149"
"X1_3_2_6_EP",2.67097664532349,"1_3_2EP_149"
"X1_3_2_7_EP",6.61781774111613,"1_3_2EP_149"
"X1_3_2_8_EP",4.35047752410794,"1_3_2EP_149"
"X1_3_2_9_EP",8.34355089879237,"1_3_2EP_149"
"X1_3_3_1_EP",5.41473950937483,"1_3_3EP_150"
"X1_3_3_10_EP",2.7363208285435,"1_3_3EP_150"
"X1_3_3_2_EP",6.17778110315365,"1_3_3EP_150"
"X1_3_3_3_EP",5.12462400074038,"1_3_3EP_150"
"X1_3_3_4_EP",3.11615161540483,"1_3_3EP_150"
"X1_3_3_5_EP",6.82731818570582,"1_3_3EP_150"
"X1_3_3_6_EP",3.0784402231824,"1_3_3EP_150"
"X1_3_3_7_EP",8.339297811977,"1_3_3EP_150"
"X1_3_3_8_EP",1.62645561709079,"1_3_3EP_150"
"X1_3_3_9_EP",7.61554711992174,"1_3_3EP_150"
"X1_3_4_1_EP",3.32278588592856,"1_3_4EP_151"
"X1_3_4_10_EP",2.77193505335163,"1_3_4EP_151"
"X1_3_4_2_EP",7.55861516302958,"1_3_4EP_151"
"X1_3_4_3_EP",2.92009437392702,"1_3_4EP_151"
"X1_3_4_4_EP",2.50695200333878,"1_3_4EP_151"
"X1_3_4_5_EP",6.42568211957248,"1_3_4EP_151"
"X1_3_4_6_EP",8.35069188287108,"1_3_4EP_151"
"X1_3_4_7_EP",4.86717685954382,"1_3_4EP_151"
"X1_3_4_8_EP",6.81618473859626,"1_3_4EP_151"
"X1_3_4_9_EP",5.71130493808386,"1_3_4EP_151"
"X1_3_5_1_EP",8.34742225181953,"1_3_5EP_152"
"X1_3_5_10_EP",4.68887949690586,"1_3_5EP_152"
"X1_3_5_2_EP",5.43909343302846,"1_3_5EP_152"
"X1_3_5_3_EP",8.34594941970846,"1_3_5EP_152"
"X1_3_5_4_EP",7.33002328096538,"1_3_5EP_152"
"X1_3_5_5_EP",0.920966113963661,"1_3_5EP_152"
"X1_3_5_6_EP",8.34230162096563,"1_3_5EP_152"
"X1_3_5_7_EP",5.93108153733402,"1_3_5EP_152"
"X1_3_5_8_EP",3.3326825528752,"1_3_5EP_152"
"X1_3_5_9_EP",5.65320884702818,"1_3_5EP_152"
"X2_1_1_1_EP",6.05400359509147,"2_1_1EP_153"
"X2_1_1_10_EP",8.34866134267746,"2_1_1EP_153"
"X2_1_1_3_EP",8.35155253986754,"2_1_1EP_153"
"X2_1_1_4_EP",7.97658973773507,"2_1_1EP_153"
"X2_1_1_5_EP",7.71453098359317,"2_1_1EP_153"
"X2_1_1_6_EP",3.85229097203019,"2_1_1EP_153"
"X2_1_1_7_EP",1.62327058597702,"2_1_1EP_153"
"X2_1_1_8_EP",7.67552749636102,"2_1_1EP_153"
"X2_1_1_9_EP",7.65091008578804,"2_1_1EP_153"
"X2_1_2_1_EP",3.30750058807017,"2_1_2EP_154"
"X2_1_2_10_EP",3.17664266174395,"2_1_2EP_154"
"X2_1_2_2_EP",1.91637342733646,"2_1_2EP_154"
"X2_1_2_3_EP",5.06325801973027,"2_1_2EP_154"
"X2_1_2_4_EP",4.2284502127615,"2_1_2EP_154"
"X2_1_2_5_EP",8.25363142013626,"2_1_2EP_154"
"X2_1_2_6_EP",7.21589188264781,"2_1_2EP_154"
"X2_1_2_7_EP",1.62342296491728,"2_1_2EP_154"
"X2_1_2_8_EP",6.42235439412935,"2_1_2EP_154"
"X2_1_2_9_EP",4.5049786263814,"2_1_2EP_154"
"X2_1_3_1_EP",5.88233742680157,"2_1_3EP_155"
"X2_1_3_10_EP",2.54524444909473,"2_1_3EP_155"
"X2_1_3_2_EP",8.35236532263453,"2_1_3EP_155"
"X2_1_3_3_EP",1.51476189308583,"2_1_3EP_155"
"X2_1_3_4_EP",2.80944180377578,"2_1_3EP_155"
"X2_1_3_5_EP",5.31981384255114,"2_1_3EP_155"
"X2_1_3_6_EP",4.95473212133797,"2_1_3EP_155"
"X2_1_3_7_EP",2.34133223118492,"2_1_3EP_155"
"X2_1_3_8_EP",3.72590384703694,"2_1_3EP_155"
"X2_1_3_9_EP",5.64273092729216,"2_1_3EP_155"
"X2_1_4_1_EP",3.65919121145987,"2_1_4EP_156"
"X2_1_4_10_EP",5.25017143929754,"2_1_4EP_156"
"X2_1_4_2_EP",5.17181750184376,"2_1_4EP_156"
"X2_1_4_3_EP",5.87191203341696,"2_1_4EP_156"
"X2_1_4_4_EP",8.3515116334193,"2_1_4EP_156"
"X2_1_4_5_EP",8.10139823922832,"2_1_4EP_156"
"X2_1_4_6_EP",0.744714770318591,"2_1_4EP_156"
"X2_1_4_7_EP",4.24366078676019,"2_1_4EP_156"
"X2_1_4_8_EP",6.08971910819491,"2_1_4EP_156"
"X2_1_4_9_EP",6.63454577088909,"2_1_4EP_156"
"X2_1_5_1_EP",4.33410437493583,"2_1_5EP_157"
"X2_1_5_10_EP",1.75388890364865,"2_1_5EP_157"
"X2_1_5_2_EP",3.94459266398222,"2_1_5EP_157"
"X2_1_5_3_EP",8.33910188742543,"2_1_5EP_157"
"X2_1_5_4_EP",7.92043750850096,"2_1_5EP_157"
"X2_1_5_5_EP",3.19424173103426,"2_1_5EP_157"
"X2_1_5_6_EP",7.6456640403962,"2_1_5EP_157"
"X2_1_5_7_EP",0.554935526262039,"2_1_5EP_157"
"X2_1_5_8_EP",8.35386281218038,"2_1_5EP_157"
"X2_1_5_9_EP",7.80177931234499,"2_1_5EP_157"
"X2_1_6_1_EP",8.31831234406785,"2_1_6EP_158"
"X2_1_6_10_EP",6.8936447402732,"2_1_6EP_158"
"X2_1_6_2_EP",1.0085404748627,"2_1_6EP_158"
"X2_1_6_3_EP",0.944532338677308,"2_1_6EP_158"
"X2_1_6_4_EP",0.780550206107307,"2_1_6EP_158"
"X2_1_6_5_EP",0.806810978077183,"2_1_6EP_158"
"X2_1_6_6_EP",2.96554396872329,"2_1_6EP_158"
"X2_1_6_7_EP",2.75900213590648,"2_1_6EP_158"
"X2_1_6_8_EP",5.42710667861739,"2_1_6EP_158"
"X2_1_6_9_EP",0.741403552482548,"2_1_6EP_158"
"X2_2_1_1_EP",2.46079596586029,"2_2_1EP_159"
"X2_2_1_10_EP",8.08561388683203,"2_2_1EP_159"
"X2_2_1_2_EP",7.8983035560405,"2_2_1EP_159"
"X2_2_1_3_EP",8.15655185884987,"2_2_1EP_159"
"X2_2_1_4_EP",7.0268487687395,"2_2_1EP_159"
"X2_2_1_5_EP",5.62928077936628,"2_2_1EP_159"
"X2_2_1_6_EP",7.90991685932224,"2_2_1EP_159"
"X2_2_1_7_EP",6.39639060049621,"2_2_1EP_159"
"X2_2_1_8_EP",4.43810872248948,"2_2_1EP_159"
"X2_2_1_9_EP",4.96558375198851,"2_2_1EP_159"
"X2_2_2_1_EP",0.766029276493897,"2_2_2EP_160"
"X2_2_2_10_EP",1.81406674199862,"2_2_2EP_160"
"X2_2_2_2_EP",8.34056482514495,"2_2_2EP_160"
"X2_2_2_3_EP",7.96841940891546,"2_2_2EP_160"
"X2_2_2_4_EP",3.18021870299856,"2_2_2EP_160"
"X2_2_2_5_EP",7.87125764104391,"2_2_2EP_160"
"X2_2_2_6_EP",8.35632374939553,"2_2_2EP_160"
"X2_2_2_8_EP",4.09074502720228,"2_2_2EP_160"
"X2_2_2_9_EP",0.678619255096966,"2_2_2EP_160"
"X2_2_3_10_EP",0.838554572296504,"2_2_3EP_161"
"X2_2_3_2_EP",6.0868799434044,"2_2_3EP_161"
"X2_2_3_3_EP",4.63345257958421,"2_2_3EP_161"
"X2_2_3_4_EP",1.32719776513149,"2_2_3EP_161"
"X2_2_3_5_EP",1.00687084685956,"2_2_3EP_161"
"X2_2_3_6_EP",1.01147364848278,"2_2_3EP_161"
"X2_2_3_7_EP",2.06922362226562,"2_2_3EP_161"
"X2_2_3_8_EP",7.67143614887995,"2_2_3EP_161"
"X2_2_3_9_EP",7.72597090284089,"2_2_3EP_161"
"X2_2_4_1_EP",2.92337232424199,"2_2_4EP_162"
"X2_2_4_10_EP",4.61959852707703,"2_2_4EP_162"
"X2_2_4_2_EP",8.34402279658503,"2_2_4EP_162"
"X2_2_4_3_EP",8.30028755590536,"2_2_4EP_162"
"X2_2_4_4_EP",6.23298083226511,"2_2_4EP_162"
"X2_2_4_5_EP",5.90175263851055,"2_2_4EP_162"
"X2_2_4_6_EP",3.31155959384113,"2_2_4EP_162"
"X2_2_4_7_EP",8.33004216700273,"2_2_4EP_162"
"X2_2_4_8_EP",3.94794982812221,"2_2_4EP_162"
"X2_2_4_9_EP",0.938767724436112,"2_2_4EP_162"
"X2_2_5_1_EP",7.90984990232797,"2_2_5EP_163"
"X2_2_5_10_EP",3.74445278485428,"2_2_5EP_163"
"X2_2_5_2_EP",3.78053113675911,"2_2_5EP_163"
"X2_2_5_3_EP",0.792652051040288,"2_2_5EP_163"
"X2_2_5_4_EP",0.943725401303113,"2_2_5EP_163"
"X2_2_5_5_EP",7.6873114795947,"2_2_5EP_163"
"X2_2_5_6_EP",7.21594157684392,"2_2_5EP_163"
"X2_2_5_7_EP",2.41908631494587,"2_2_5EP_163"
"X2_2_5_8_EP",1.72810931882446,"2_2_5EP_163"
"X2_2_5_9_EP",8.13961437421815,"2_2_5EP_163"
"X2_2_6_1_EP",6.43926616430443,"2_2_6EP_164"
"X2_2_6_10_EP",7.99633416717471,"2_2_6EP_164"
"X2_2_6_2_EP",1.30015599788297,"2_2_6EP_164"
"X2_2_6_3_EP",2.60285793508992,"2_2_6EP_164"
"X2_2_6_4_EP",5.21341551595506,"2_2_6EP_164"
"X2_2_6_5_EP",2.65716703190416,"2_2_6EP_164"
"X2_2_6_6_EP",7.68612089208002,"2_2_6EP_164"
"X2_2_6_7_EP",0.762182815089169,"2_2_6EP_164"
"X2_2_6_8_EP",8.21354079573206,"2_2_6EP_164"
"X2_2_6_9_EP",5.26113289973161,"2_2_6EP_164"
"X2_2_7_1_EP",4.35872709404847,"2_2_7EP_165"
"X2_2_7_10_EP",8.34879763065223,"2_2_7EP_165"
"X2_2_7_2_EP",8.05976863304069,"2_2_7EP_165"
"X2_2_7_3_EP",7.03824939038832,"2_2_7EP_165"
"X2_2_7_4_EP",8.18094150325972,"2_2_7EP_165"
"X2_2_7_5_EP",2.05782588826761,"2_2_7EP_165"
"X2_2_7_6_EP",6.75108803379417,"2_2_7EP_165"
"X2_2_7_7_EP",7.81792445373002,"2_2_7EP_165"
"X2_2_7_8_EP",6.95033037330781,"2_2_7EP_165"
"X2_2_7_9_EP",8.32253020089041,"2_2_7EP_165"
"X2_3_1_10_EP",4.80137096220621,"2_3_1EP_166"
"X2_3_1_3_EP",8.25259889842295,"2_3_1EP_166"
"X2_3_1_4_EP",1.20778860987302,"2_3_1EP_166"
"X2_3_1_5_EP",8.34927479984087,"2_3_1EP_166"
"X2_3_1_6_EP",7.81296330220923,"2_3_1EP_166"
"X2_3_1_7_EP",2.84171398989676,"2_3_1EP_166"
"X2_3_1_8_EP",8.34816931861774,"2_3_1EP_166"
"X2_3_1_9_EP",3.80178670764748,"2_3_1EP_166"
"X2_3_2_1_EP",2.24435549642707,"2_3_2EP_167"
"X2_3_2_10_EP",7.2701113955058,"2_3_2EP_167"
"X2_3_2_2_EP",7.76862946414182,"2_3_2EP_167"
"X2_3_2_3_EP",4.83568529788021,"2_3_2EP_167"
"X2_3_2_4_EP",2.49647287705692,"2_3_2EP_167"
"X2_3_2_5_EP",5.09519565801505,"2_3_2EP_167"
"X2_3_2_6_EP",1.03162931223915,"2_3_2EP_167"
"X2_3_2_7_EP",7.75240512662402,"2_3_2EP_167"
"X2_3_2_8_EP",3.73120478141285,"2_3_2EP_167"
"X2_3_2_9_EP",7.48994762589962,"2_3_2EP_167"
"X2_3_3_1_EP",8.02811144411174,"2_3_3EP_168"
"X2_3_3_10_EP",1.64593002101418,"2_3_3EP_168"
"X2_3_3_2_EP",8.20958983411803,"2_3_3EP_168"
"X2_3_3_3_EP",2.08920145566738,"2_3_3EP_168"
"X2_3_3_4_EP",8.34806449001204,"2_3_3EP_168"
"X2_3_3_5_EP",8.34477126544943,"2_3_3EP_168"
"X2_3_3_6_EP",7.21749517493822,"2_3_3EP_168"
"X2_3_3_7_EP",8.31210508985665,"2_3_3EP_168"
"X2_3_3_8_EP",7.67970138415251,"2_3_3EP_168"
"X2_3_3_9_EP",8.3415196630163,"2_3_3EP_168"
"X2_3_4_1_EP",3.45799940910776,"2_3_4EP_169"
"X2_3_4_10_EP",8.33469110673168,"2_3_4EP_169"
"X2_3_4_2_EP",8.30759375321705,"2_3_4EP_169"
"X2_3_4_3_EP",8.09333567355121,"2_3_4EP_169"
"X2_3_4_4_EP",4.76342160445126,"2_3_4EP_169"
"X2_3_4_5_EP",8.17849809870892,"2_3_4EP_169"
"X2_3_4_6_EP",2.82369514887811,"2_3_4EP_169"
"X2_3_4_7_EP",6.15058874766939,"2_3_4EP_169"
"X2_3_4_8_EP",1.48508667220996,"2_3_4EP_169"
"X2_3_4_9_EP",8.25379859480622,"2_3_4EP_169"
"X2_3_5_1_EP",8.10623766331097,"2_3_5EP_170"
"X2_3_5_10_EP",8.32389316269807,"2_3_5EP_170"
"X2_3_5_2_EP",4.20857169942941,"2_3_5EP_170"
"X2_3_5_3_EP",1.48282266294915,"2_3_5EP_170"
"X2_3_5_4_EP",8.20069010358781,"2_3_5EP_170"
"X2_3_5_5_EP",7.79025116975067,"2_3_5EP_170"
"X2_3_5_6_EP",4.50152695302505,"2_3_5EP_170"
"X2_3_5_7_EP",6.55037899924222,"2_3_5EP_170"
"X2_3_5_8_EP",8.21520999195096,"2_3_5EP_170"
"X2_3_5_9_EP",4.83948929512049,"2_3_5EP_170"
"X2_3_6_10_EP",6.92119850748501,"2_3_6EP_171"
"X2_3_6_2_EP",2.09370569280507,"2_3_6EP_171"
"X2_3_6_3_EP",0.734462636649019,"2_3_6EP_171"
"X2_3_6_4_EP",7.49479221631466,"2_3_6EP_171"
"X2_3_6_5_EP",8.07152018736306,"2_3_6EP_171"
"X2_3_6_6_EP",8.34238612747578,"2_3_6EP_171"
"X2_3_6_7_EP",5.35051140444196,"2_3_6EP_171"
"X2_3_6_8_EP",7.99665798391121,"2_3_6EP_171"
"X2_3_6_9_EP",8.34997570474051,"2_3_6EP_171"
"X2_3_7_1_EP",3.25367223065118,"2_3_7EP_172"
"X2_3_7_10_EP",3.29301775118698,"2_3_7EP_172"
"X2_3_7_2_EP",7.66464519425269,"2_3_7EP_172"
"X2_3_7_3_EP",8.25393710657562,"2_3_7EP_172"
"X2_3_7_4_EP",2.04433780527942,"2_3_7EP_172"
"X2_3_7_5_EP",3.53860766748249,"2_3_7EP_172"
"X2_3_7_6_EP",8.20994875527899,"2_3_7EP_172"
"X2_3_7_7_EP",4.18996045153972,"2_3_7EP_172"
"X2_3_7_8_EP",2.57713281236055,"2_3_7EP_172"
"X2_3_7_9_EP",2.99131324831051,"2_3_7EP_172"
"X3_1_1_1_EP",8.31654320914854,"3_1_1EP_173"
"X3_1_1_10_EP",8.35032352965826,"3_1_1EP_173"
"X3_1_1_2_EP",6.76406763370953,"3_1_1EP_173"
"X3_1_1_3_EP",5.18999879447894,"3_1_1EP_173"
"X3_1_1_4_EP",5.10246858604753,"3_1_1EP_173"
"X3_1_1_5_EP",2.26476510502354,"3_1_1EP_173"
"X3_1_1_6_EP",8.34993428767325,"3_1_1EP_173"
"X3_1_1_7_EP",8.35116344251172,"3_1_1EP_173"
"X3_1_1_8_EP",6.39301329094364,"3_1_1EP_173"
"X3_1_1_9_EP",1.5747118399442,"3_1_1EP_173"
"X3_1_2_1_EP",1.72825328973075,"3_1_2EP_174"
"X3_1_2_10_EP",0.4921604484864,"3_1_2EP_174"
"X3_1_2_2_EP",8.352811572596,"3_1_2EP_174"
"X3_1_2_3_EP",6.43905163986803,"3_1_2EP_174"
"X3_1_2_4_EP",7.7137710279687,"3_1_2EP_174"
"X3_1_2_5_EP",2.35824031514824,"3_1_2EP_174"
"X3_1_2_6_EP",8.35368206169679,"3_1_2EP_174"
"X3_1_2_7_EP",8.35418198398901,"3_1_2EP_174"
"X3_1_2_8_EP",5.52209368682279,"3_1_2EP_174"
"X3_1_2_9_EP",3.78541040410248,"3_1_2EP_174"
"X3_1_3_1_EP",8.33680522960685,"3_1_3EP_175"
"X3_1_3_10_EP",8.34609107657198,"3_1_3EP_175"
"X3_1_3_2_EP",7.57578985422834,"3_1_3EP_175"
"X3_1_3_3_EP",7.56977809029761,"3_1_3EP_175"
"X3_1_3_4_EP",2.56040048132993,"3_1_3EP_175"
"X3_1_3_5_EP",1.20658027561873,"3_1_3EP_175"
"X3_1_3_6_EP",8.34879063411298,"3_1_3EP_175"
"X3_1_3_7_EP",8.34003029792828,"3_1_3EP_175"
"X3_1_3_8_EP",6.94280175977849,"3_1_3EP_175"
"X3_1_3_9_EP",8.34690852443314,"3_1_3EP_175"
"X3_1_4_1_EP",8.33118245460826,"3_1_4EP_176"
"X3_1_4_10_EP",8.34745806866497,"3_1_4EP_176"
"X3_1_4_2_EP",6.68272388646614,"3_1_4EP_176"
"X3_1_4_3_EP",5.16576656208843,"3_1_4EP_176"
"X3_1_4_4_EP",8.33913205284111,"3_1_4EP_176"
"X3_1_4_5_EP",2.92522397114203,"3_1_4EP_176"
"X3_1_4_6_EP",7.38564437775581,"3_1_4EP_176"
"X3_1_4_7_EP",7.47234323679192,"3_1_4EP_176"
"X3_1_4_8_EP",8.34763046802469,"3_1_4EP_176"
"X3_1_4_9_EP",6.79060652653123,"3_1_4EP_176"
"X3_1_5_1_EP",6.61089080419495,"3_1_5EP_177"
"X3_1_5_10_EP",8.3529774802355,"3_1_5EP_177"
"X3_1_5_2_EP",8.34543583208637,"3_1_5EP_177"
"X3_1_5_3_EP",6.46752963885367,"3_1_5EP_177"
"X3_1_5_4_EP",7.42697275191832,"3_1_5EP_177"
"X3_1_5_5_EP",8.10946769490111,"3_1_5EP_177"
"X3_1_5_6_EP",8.35181549260693,"3_1_5EP_177"
"X3_1_5_7_EP",1.3171967603237,"3_1_5EP_177"
"X3_1_5_8_EP",6.70566917972923,"3_1_5EP_177"
"X3_1_5_9_EP",2.69229766310952,"3_1_5EP_177"
"X3_1_6_1_EP",8.34010155256551,"3_1_6EP_178"
"X3_1_6_10_EP",0.653532404855646,"3_1_6EP_178"
"X3_1_6_2_EP",8.35338311648996,"3_1_6EP_178"
"X3_1_6_3_EP",8.05555701684058,"3_1_6EP_178"
"X3_1_6_4_EP",4.92708877707236,"3_1_6EP_178"
"X3_1_6_5_EP",5.98437925368089,"3_1_6EP_178"
"X3_1_6_6_EP",4.19193841488317,"3_1_6EP_178"
"X3_1_6_7_EP",4.11230680052357,"3_1_6EP_178"
"X3_1_6_8_EP",7.80898574287999,"3_1_6EP_178"
"X3_1_6_9_EP",8.35170222469352,"3_1_6EP_178"
"X3_1_7_1_EP",4.94281121144826,"3_1_7EP_179"
"X3_1_7_10_EP",8.34056266054855,"3_1_7EP_179"
"X3_1_7_2_EP",7.21229563002431,"3_1_7EP_179"
"X3_1_7_3_EP",7.18701394431241,"3_1_7EP_179"
"X3_1_7_4_EP",5.30964275933018,"3_1_7EP_179"
"X3_1_7_5_EP",5.74096327274381,"3_1_7EP_179"
"X3_1_7_6_EP",8.35687289531576,"3_1_7EP_179"
"X3_1_7_7_EP",5.79925571883232,"3_1_7EP_179"
"X3_1_7_8_EP",7.85139299876959,"3_1_7EP_179"
"X3_1_7_9_EP",7.32612449562823,"3_1_7EP_179"
"X3_2_1_1_EP",4.67910951083033,"3_2_1EP_180"
"X3_2_1_10_EP",3.8315206049446,"3_2_1EP_180"
"X3_2_1_2_EP",5.92867241119359,"3_2_1EP_180"
"X3_2_1_3_EP",8.34670057932096,"3_2_1EP_180"
"X3_2_1_4_EP",6.43559799484093,"3_2_1EP_180"
"X3_2_1_5_EP",1.54541047465978,"3_2_1EP_180"
"X3_2_1_6_EP",7.77217526015208,"3_2_1EP_180"
"X3_2_1_7_EP",1.67022226433979,"3_2_1EP_180"
"X3_2_1_8_EP",4.18650210919153,"3_2_1EP_180"
"X3_2_1_9_EP",6.46406118816976,"3_2_1EP_180"
"X3_2_2_1_EP",8.33857334694791,"3_2_2EP_181"
"X3_2_2_10_EP",5.06836987154572,"3_2_2EP_181"
"X3_2_2_2_EP",2.56939056692152,"3_2_2EP_181"
"X3_2_2_3_EP",6.56396141969771,"3_2_2EP_181"
"X3_2_2_4_EP",6.66741474250171,"3_2_2EP_181"
"X3_2_2_5_EP",1.79310450968826,"3_2_2EP_181"
"X3_2_2_6_EP",5.74778595561185,"3_2_2EP_181"
"X3_2_2_7_EP",8.24308994837933,"3_2_2EP_181"
"X3_2_2_8_EP",6.84943331353335,"3_2_2EP_181"
"X3_2_2_9_EP",3.42752626366261,"3_2_2EP_181"
"X3_2_3_1_EP",1.79916705061882,"3_2_3EP_182"
"X3_2_3_10_EP",5.20966460257659,"3_2_3EP_182"
"X3_2_3_3_EP",1.86890489532683,"3_2_3EP_182"
"X3_2_3_4_EP",6.971072625693,"3_2_3EP_182"
"X3_2_3_5_EP",7.27513014876923,"3_2_3EP_182"
"X3_2_3_6_EP",5.29677056290304,"3_2_3EP_182"
"X3_2_3_7_EP",2.35720267208493,"3_2_3EP_182"
"X3_2_3_8_EP",2.77193505335163,"3_2_3EP_182"
"X3_2_3_9_EP",2.12415551552472,"3_2_3EP_182"
"X3_2_4_1_EP",2.34133223118492,"3_2_4EP_183"
"X3_2_4_10_EP",8.34825571130298,"3_2_4EP_183"
"X3_2_4_2_EP",3.0707300567589,"3_2_4EP_183"
"X3_2_4_3_EP",3.7252395964973,"3_2_4EP_183"
"X3_2_4_4_EP",7.37488646074866,"3_2_4EP_183"
"X3_2_4_5_EP",0.947892679599946,"3_2_4EP_183"
"X3_2_4_6_EP",2.08720333018505,"3_2_4EP_183"
"X3_2_4_7_EP",8.33501947058761,"3_2_4EP_183"
"X3_2_4_8_EP",5.5331481109327,"3_2_4EP_183"
"X3_2_4_9_EP",2.92009437392702,"3_2_4EP_183"
"X3_2_5_1_EP",8.34707832210795,"3_2_5EP_184"
"X3_2_5_2_EP",7.7257463408946,"3_2_5EP_184"
"X3_2_5_3_EP",8.1084787462639,"3_2_5EP_184"
"X3_2_5_4_EP",4.07598429571391,"3_2_5EP_184"
"X3_2_5_5_EP",1.80012497356319,"3_2_5EP_184"
"X3_2_5_6_EP",8.34464985268493,"3_2_5EP_184"
